Tile No,Receiver 1,Receiver 2,Receiver 3,Human Status
4,-36,-35,-36,2
4,-37,-35,-37,2
4,-37,-32,-45,2
4,-37,-36,-41,2
4,-37,-35,-39,2
4,-37,-35,-37,2
4,-37,-35,-36,2
4,-37,-32,-38,2
4,-37,-39,-37,2
4,-39,-36,-36,2
4,-41,-35,-36,2
4,-40,-36,-36,2
4,-41,-36,-36,2
4,-37,-35,-38,2
4,-37,-38,-35,2
4,-36,-34,-35,2
4,-37,-35,-36,2
4,-37,-34,-38,2
4,-36,-35,-37,2
4,-37,-35,-41,2
4,-37,-35,-44,2
4,-37,-35,-42,2
4,-37,-35,-35,2
4,-37,-35,-36,2
4,-35,-35,-35,2
4,-35,-40,-35,2
4,-37,-37,-35,2
4,-38,-35,-36,2
4,-39,-38,-36,2
4,-40,-35,-35,2
4,-36,-36,-36,2
4,-37,-37,-35,2
4,-38,-35,-36,2
4,-37,-36,-36,2
4,-37,-34,-36,2
4,-37,-35,-37,2
4,-37,-35,-41,2
4,-38,-36,-31,2
4,-37,-35,-53,2
4,-37,-35,-36,2
5,-37,-32,-37,2
5,-37,-32,-46,2
5,-37,-36,-40,2
5,-36,-34,-35,2
5,-37,-41,-35,2
5,-40,-35,-36,2
5,-38,-38,-36,2
5,-35,-35,-36,2
5,-37,-35,-35,2
5,-37,-35,-35,2
5,-37,-36,-35,2
5,-37,-35,-37,2
5,-38,-35,-41,2
5,-36,-32,-34,2
5,-37,-36,-36,2
5,-38,-32,-35,2
5,-39,-35,-35,2
5,-38,-35,-36,2
5,-49,-32,-36,2
5,-43,-35,-36,2
5,-40,-35,-35,2
5,-35,-32,-36,2
5,-31,-33,-36,2
5,-38,-35,-37,2
5,-40,-37,-35,2
5,-39,-38,-36,2
5,-38,-36,-32,2
5,-41,-35,-35,2
5,-36,-36,-35,2
5,-38,-35,-36,2
5,-39,-41,-36,2
5,-39,-35,-36,2
5,-38,-35,-32,2
5,-38,-36,-35,2
5,-39,-35,-45,2
5,-39,-31,-36,2
5,-38,-35,-34,2
5,-37,-35,-36,2
5,-37,-39,-35,2
5,-40,-35,-36,2
5,-52,-36,-35,2
5,-41,-35,-35,2
5,-36,-35,-35,2
5,-36,-37,-36,2
5,-37,-35,-35,2
5,-38,-36,-37,2
5,-37,-35,-35,2
5,-38,-35,-36,2
5,-37,-35,-49,2
5,-39,-34,-40,2
5,-37,-35,-35,2
5,-38,-35,-35,2
5,-37,-35,-36,2
5,-36,-37,-35,2
5,-41,-37,-35,2
5,-38,-34,-36,2
5,-38,-36,-36,2
5,-38,-38,-35,2
5,-37,-36,-35,2
5,-37,-34,-36,2
5,-38,-35,-36,2
5,-38,-35,-42,2
5,-38,-35,-32,2
5,-37,-34,-57,2
5,-37,-35,-36,2
5,-37,-35,-36,2
5,-37,-37,-36,2
5,-37,-42,-36,2
5,-39,-32,-36,2
6,-41,-36,-37,2
6,-32,-35,-35,2
6,-41,-35,-35,2
6,-44,-36,-35,2
6,-36,-35,-36,2
6,-38,-38,-36,2
6,-37,-34,-36,2
6,-37,-35,-36,2
6,-38,-35,-36,2
6,-37,-35,-39,2
6,-39,-35,-38,2
6,-37,-34,-31,2
6,-38,-35,-42,2
6,-38,-34,-36,2
6,-37,-35,-35,2
6,-37,-35,-32,2
6,-37,-41,-35,2
6,-40,-36,-36,2
6,-42,-36,-35,2
6,-42,-35,-35,2
6,-37,-37,-36,2
6,-37,-35,-36,2
6,-38,-35,-35,2
6,-38,-35,-36,2
6,-38,-35,-36,2
6,-36,-35,-44,2
6,-38,-35,-33,2
6,-38,-36,-40,2
6,-38,-36,-36,2
6,-37,-35,-36,2
6,-38,-35,-35,2
6,-37,-36,-36,2
6,-40,-37,-36,2
6,-41,-34,-36,2
6,-37,-36,-38,2
6,-37,-37,-36,2
6,-37,-34,-37,2
6,-38,-35,-32,2
6,-38,-35,-47,2
6,-38,-34,-45,2
6,-37,-35,-37,2
6,-37,-32,-36,2
6,-38,-35,-36,2
6,-42,-39,-36,2
6,-42,-35,-36,2
6,-39,-35,-36,2
6,-41,-36,-34,2
6,-42,-35,-37,2
6,-38,-39,-35,2
6,-37,-39,-35,2
6,-37,-32,-36,2
6,-42,-36,-36,2
6,-38,-37,-36,2
6,-37,-36,-36,2
6,-37,-36,-36,2
6,-42,-35,-37,2
6,-42,-37,-37,2
6,-40,-33,-37,2
6,-37,-35,-35,2
6,-37,-41,-36,2
6,-37,-35,-36,2
6,-42,-34,-36,2
6,-38,-35,-36,2
6,-40,-32,-36,2
6,-38,-37,-37,2
6,-38,-34,-36,2
6,-39,-35,-47,2
6,-40,-35,-34,2
6,-38,-36,-44,2
6,-37,-35,-36,2
6,-38,-35,-36,2
